20171002 031900;4.308800;4.309200;4.308550;4.308600;0
20171002 032000;4.308900;4.309300;4.308900;4.309300;0
20171002 032100;4.309210;4.309300;4.309210;4.309210;0
20171002 032300;4.309400;4.309800;4.309400;4.309760;0
20171002 032400;4.309800;4.310800;4.309800;4.310610;0
20171002 032500;4.310610;4.310610;4.310250;4.310350;0
20171002 032600;4.310400;4.310500;4.310260;4.310500;0
20171002 032700;4.310600;4.310600;4.310260;4.310300;0
20171002 032800;4.310300;4.310900;4.310300;4.310900;0
20171002 032900;4.311060;4.311800;4.311060;4.311800;0
20171002 033000;4.311940;4.314700;4.311940;4.314030;0
20171002 033100;4.314030;4.314030;4.312800;4.313300;0
20171002 033200;4.313400;4.313600;4.313030;4.313070;0
20171002 033300;4.313140;4.313850;4.313000;4.313370;0
