FID	X	Y	GMT date_H	GMT date	Y	M	D	H	DOP	IDbear	IDsquare_025ha	IDsquare_100ha	IDsquare_900ha
1100584	1427313.44	6823852.04	2013-11-03 01:00	2013-11-03	2013	11	3	1	2,4	W1203	17838	4475	487
1100585	1427324.35	6823844.52	2013-11-03 02:00	2013-11-03	2013	11	3	2	2,2	W1203	17838	4475	487
1100586	1427318.27	6823854.08	2013-11-03 03:00	2013-11-03	2013	11	3	3	5,6	W1203	17838	4475	487
1100587	1427318.7	6823834.1	2013-11-03 04:00	2013-11-03	2013	11	3	4	2,8	W1203	17838	4475	487
1100588	1427318.16	6823847.21	2013-11-03 06:00	2013-11-03	2013	11	3	6	3,6	W1203	17838	4475	487
1100589	1427317.97	6823849.04	2013-11-03 07:00	2013-11-03	2013	11	3	7	3,4	W1203	17838	4475	487
1100590	1427321.54	6823847.43	2013-11-03 08:00	2013-11-03	2013	11	3	8	2,8	W1203	17838	4475	487
1100591	1427292.55	6823841.54	2013-11-03 09:00	2013-11-03	2013	11	3	9	3	W1203	17838	4475	487
1100592	1427321.98	6823845.97	2013-11-03 10:00	2013-11-03	2013	11	3	10	1,8	W1203	17838	4475	487
1100593	1427311.91	6823827.87	2013-11-03 11:00	2013-11-03	2013	11	3	11	4,2	W1203	17838	4475	487
1100594	1427324.87	6823845.25	2013-11-03 12:00	2013-11-03	2013	11	3	12	3,4	W1203	17838	4475	487
1100595	1427322.4	6823844.05	2013-11-03 13:00	2013-11-03	2013	11	3	13	3,8	W1203	17838	4475	487
1100596	1427323.74	6823846.65	2013-11-03 17:00	2013-11-03	2013	11	3	17	4,8	W1203	17838	4475	487
1100597	1427319.97	6823850.27	2013-11-03 18:00	2013-11-03	2013	11	3	18	3,2	W1203	17838	4475	487
1100598	1427309.91	6823863.86	2013-11-03 19:00	2013-11-03	2013	11	3	19	3,4	W1203	18040	4475	487
1100599	1427334.33	6823846.3	2013-11-03 20:00	2013-11-03	2013	11	3	20	5,6	W1203	17838	4475	487
1100600	1427326.52	6823845.08	2013-11-03 21:00	2013-11-03	2013	11	3	21	3,4	W1203	17838	4475	487
1100601	1427327.84	6823839.1	2013-11-03 22:00	2013-11-03	2013	11	3	22	3,4	W1203	17838	4475	487
1100602	1427324.66	6823847.27	2013-11-04 10:00	2013-11-04	2013	11	4	10	2,2	W1203	17838	4475	487
1100603	1427325.41	6823847.43	2013-11-04 11:00	2013-11-04	2013	11	4	11	4,6	W1203	17838	4475	487
1100604	1427317.45	6823841.33	2013-11-04 12:00	2013-11-04	2013	11	4	12	2,2	W1203	17838	4475	487
1100605	1427325.57	6823837.01	2013-11-04 13:00	2013-11-04	2013	11	4	13	3	W1203	17838	4475	487
1100606	1427324.28	6823842.32	2013-11-04 14:00	2013-11-04	2013	11	4	14	3,8	W1203	17838	4475	487
1100607	1427323.41	6823844.09	2013-11-04 17:00	2013-11-04	2013	11	4	17	2,6	W1203	17838	4475	487
1100608	1427323.38	6823844.28	2013-11-05 03:00	2013-11-05	2013	11	5	3	1,6	W1203	17838	4475	487
1100609	1427316.57	6823834.98	2013-11-05 04:00	2013-11-05	2013	11	5	4	2,6	W1203	17838	4475	487
1100610	1427317.22	6823841.25	2013-11-05 05:00	2013-11-05	2013	11	5	5	1,4	W1203	17838	4475	487
1100611	1427318.83	6823837.54	2013-11-05 06:00	2013-11-05	2013	11	5	6	4,8	W1203	17838	4475	487
1100612	1427323.24	6823839.22	2013-11-05 07:00	2013-11-05	2013	11	5	7	2,2	W1203	17838	4475	487
1100613	1427445.78	6823771.1	2013-11-05 08:00	2013-11-05	2013	11	5	8	2,6	W1203	17838	4475	487
1100614	1427326.96	6823823.95	2013-11-05 09:00	2013-11-05	2013	11	5	9	2	W1203	17838	4475	487
1100615	1427326.41	6823829.43	2013-11-05 10:00	2013-11-05	2013	11	5	10	6	W1203	17838	4475	487
1100616	1427323.13	6823826.34	2013-11-05 11:00	2013-11-05	2013	11	5	11	4,8	W1203	17838	4475	487
1100617	1427321.38	6823841.43	2013-11-05 13:00	2013-11-05	2013	11	5	13	2,4	W1203	17838	4475	487
1100618	1427322.63	6823842.98	2013-11-05 14:00	2013-11-05	2013	11	5	14	2	W1203	17838	4475	487
1100619	1427319.11	6823838.87	2013-11-05 15:00	2013-11-05	2013	11	5	15	2,4	W1203	17838	4475	487
1100620	1427331.29	6823823.45	2013-11-05 16:00	2013-11-05	2013	11	5	16	1,8	W1203	17838	4475	487
1100621	1427328.03	6823827.34	2013-11-05 17:00	2013-11-05	2013	11	5	17	1,6	W1203	17838	4475	487
1100622	1427325.34	6823827.19	2013-11-05 18:00	2013-11-05	2013	11	5	18	3,6	W1203	17838	4475	487
1100623	1427325.3	6823825.28	2013-11-05 19:00	2013-11-05	2013	11	5	19	2,8	W1203	17838	4475	487
1100624	1427324.86	6823826.74	2013-11-05 20:00	2013-11-05	2013	11	5	20	2	W1203	17838	4475	487
1100625	1427329.25	6823830.24	2013-11-05 21:00	2013-11-05	2013	11	5	21	2,4	W1203	17838	4475	487
1100626	1427323.93	6823837.66	2013-11-05 22:00	2013-11-05	2013	11	5	22	5,8	W1203	17838	4475	487
1100627	1427331.35	6823824.69	2013-11-05 23:00	2013-11-05	2013	11	5	23	1,8	W1203	17838	4475	487
1100628	1427332.2	6823829.61	2013-11-06 00:00	2013-11-06	2013	11	6	0	3,6	W1203	17838	4475	487
1100629	1427327.99	6823827.05	2013-11-06 01:00	2013-11-06	2013	11	6	1	2,2	W1203	17838	4475	487
1100630	1427326.53	6823816.63	2013-11-06 02:00	2013-11-06	2013	11	6	2	1,8	W1203	17838	4475	487
1100631	1427327.36	6823832.62	2013-11-06 03:00	2013-11-06	2013	11	6	3	2	W1203	17838	4475	487
1100632	1427327.52	6823827.07	2013-11-06 04:00	2013-11-06	2013	11	6	4	4,8	W1203	17838	4475	487
1100633	1427326.81	6823827.21	2013-11-06 05:00	2013-11-06	2013	11	6	5	2	W1203	17838	4475	487
1100634	1427326.28	6823824.37	2013-11-06 06:00	2013-11-06	2013	11	6	6	3,2	W1203	17838	4475	487
1100635	1427343.77	6823862.16	2013-11-06 07:00	2013-11-06	2013	11	6	7	3	W1203	18040	4475	487
1100636	1427327.2	6823823.37	2013-11-06 08:00	2013-11-06	2013	11	6	8	1,6	W1203	17838	4475	487
1100637	1427385.11	6823795.74	2013-11-06 09:00	2013-11-06	2013	11	6	9	2,8	W1203	17838	4475	487
1100638	1427340.71	6823821.45	2013-11-06 10:00	2013-11-06	2013	11	6	10	3,6	W1203	17838	4475	487
1100639	1427689.36	6823787.77	2013-11-06 11:00	2013-11-06	2013	11	6	11	2	W1203	17839	4476	487
1100640	1428349.23	6823596.48	2013-11-06 12:00	2013-11-06	2013	11	6	12	6,6	W1203	17840	4476	487
1100641	1428358.6	6823584.46	2013-11-06 13:00	2013-11-06	2013	11	6	13	2	W1203	17840	4476	487
1100642	1428346.46	6823594.13	2013-11-06 14:00	2013-11-06	2013	11	6	14	3,2	W1203	17840	4476	487
1100643	1428352.06	6823594.51	2013-11-06 15:00	2013-11-06	2013	11	6	15	3,2	W1203	17840	4476	487
1100644	1428355.86	6823601.58	2013-11-06 16:00	2013-11-06	2013	11	6	16	2	W1203	17840	4476	487
1100645	1428351.66	6823597.88	2013-11-06 17:00	2013-11-06	2013	11	6	17	1,6	W1203	17840	4476	487
1100646	1428354.6	6823588.67	2013-11-06 19:00	2013-11-06	2013	11	6	19	3,2	W1203	17840	4476	487
1100647	1428356.54	6823589.14	2013-11-06 20:00	2013-11-06	2013	11	6	20	4	W1203	17840	4476	487
1100648	1428352.81	6823595.81	2013-11-07 09:00	2013-11-07	2013	11	7	9	3,6	W1203	17840	4476	487
1100649	1428355.19	6823594.84	2013-11-07 10:00	2013-11-07	2013	11	7	10	3,8	W1203	17840	4476	487
1100650	1428354.39	6823590.68	2013-11-07 11:00	2013-11-07	2013	11	7	11	2,6	W1203	17840	4476	487
1100651	1428352.54	6823593.34	2013-11-07 15:00	2013-11-07	2013	11	7	15	2,6	W1203	17840	4476	487
1100652	1428348.39	6823611.69	2013-11-07 16:00	2013-11-07	2013	11	7	16	2,8	W1203	17840	4476	487
1100653	1428354.66	6823593.14	2013-11-08 07:00	2013-11-08	2013	11	8	7	5,8	W1203	17840	4476	487
1100654	1428353.27	6823594.17	2013-11-08 08:00	2013-11-08	2013	11	8	8	3,6	W1203	17840	4476	487
1100655	1428357.06	6823591.5	2013-11-08 09:00	2013-11-08	2013	11	8	9	2,6	W1203	17840	4476	487
1100656	1428354.03	6823594.33	2013-11-08 10:00	2013-11-08	2013	11	8	10	3	W1203	17840	4476	487
1100657	1428348.23	6823592.04	2013-11-08 14:00	2013-11-08	2013	11	8	14	3,4	W1203	17840	4476	487
1100658	1428353.92	6823590.71	2013-11-08 15:00	2013-11-08	2013	11	8	15	3	W1203	17840	4476	487
1100659	1428355.24	6823595.6	2013-11-08 16:00	2013-11-08	2013	11	8	16	1,8	W1203	17840	4476	487
1100660	1428354.94	6823591.7	2013-11-08 17:00	2013-11-08	2013	11	8	17	2	W1203	17840	4476	487
1100661	1428343.83	6823552.64	2013-11-08 18:00	2013-11-08	2013	11	8	18	4	W1203	17840	4476	487
1100662	1428347.84	6823609.53	2013-11-08 19:00	2013-11-08	2013	11	8	19	3,4	W1203	17840	4476	487
1100663	1428360.32	6823594.77	2013-11-08 20:00	2013-11-08	2013	11	8	20	5,4	W1203	17840	4476	487
1100664	1428361.84	6823598.79	2013-11-08 23:00	2013-11-08	2013	11	8	23	4,6	W1203	17840	4476	487
1100665	1428357.2	6823587.76	2013-11-09 09:00	2013-11-09	2013	11	9	9	2,8	W1203	17840	4476	487
1100666	1428357.08	6823590.83	2013-11-09 10:00	2013-11-09	2013	11	9	10	3	W1203	17840	4476	487
1100667	1428348.68	6823595.45	2013-11-09 11:00	2013-11-09	2013	11	9	11	2,8	W1203	17840	4476	487
1100668	1428358.44	6823596.49	2013-11-09 12:00	2013-11-09	2013	11	9	12	1,8	W1203	17840	4476	487
1100669	1428360.13	6823596.6	2013-11-09 13:00	2013-11-09	2013	11	9	13	1,6	W1203	17840	4476	487
1100670	1428361.01	6823593.68	2013-11-09 14:00	2013-11-09	2013	11	9	14	1,8	W1203	17840	4476	487
1100671	1428354.78	6823596.1	2013-11-09 15:00	2013-11-09	2013	11	9	15	2,8	W1203	17840	4476	487
1100672	1428356.28	6823597.55	2013-11-09 16:00	2013-11-09	2013	11	9	16	1,4	W1203	17840	4476	487
1100673	1428358.72	6823612.6	2013-11-10 15:00	2013-11-10	2013	11	10	15	7	W1203	17840	4476	487
1100674	1428353.09	6823596	2013-11-10 16:00	2013-11-10	2013	11	10	16	7,2	W1203	17840	4476	487
1100675	1428347.78	6823599.03	2013-11-10 17:00	2013-11-10	2013	11	10	17	2,2	W1203	17840	4476	487
1100676	1428354.4	6823591.15	2013-11-10 19:00	2013-11-10	2013	11	10	19	9,8	W1203	17840	4476	487
1100677	1428356.29	6823590.39	2013-11-10 20:00	2013-11-10	2013	11	10	20	2,2	W1203	17840	4476	487
1100678	1428358.86	6823557.52	2013-11-10 21:00	2013-11-10	2013	11	10	21	2,2	W1203	17840	4476	487
1100679	1428363.09	6823582.31	2013-11-10 22:00	2013-11-10	2013	11	10	22	4	W1203	17840	4476	487
1100680	1428355.83	6823589.28	2013-11-10 23:00	2013-11-10	2013	11	10	23	7,4	W1203	17840	4476	487
1100681	1428355.28	6823588.25	2013-11-11 01:00	2013-11-11	2013	11	11	1	2,6	W1203	17840	4476	487
1100682	1428356.17	6823593.45	2013-11-11 10:00	2013-11-11	2013	11	11	10	2	W1203	17840	4476	487
1100683	1428374.73	6823576.77	2013-11-11 11:00	2013-11-11	2013	11	11	11	8,2	W1203	17840	4476	487
1100684	1428337.5	6823603.28	2013-11-11 12:00	2013-11-11	2013	11	11	12	4,6	W1203	17840	4476	487
1100685	1428358.3	6823590.96	2013-11-12 09:00	2013-11-12	2013	11	12	9	3	W1203	17840	4476	487
1100686	1428350.03	6823568.47	2013-11-12 10:00	2013-11-12	2013	11	12	10	7,6	W1203	17840	4476	487
1100687	1428357.44	6823582.8	2013-11-12 11:00	2013-11-12	2013	11	12	11	6,8	W1203	17840	4476	487
1100688	1428357.62	6823592.53	2013-11-12 12:00	2013-11-12	2013	11	12	12	2,8	W1203	17840	4476	487
1100689	1428360.1	6823588.67	2013-11-12 13:00	2013-11-12	2013	11	12	13	3,6	W1203	17840	4476	487
1100690	1428356.63	6823602.21	2013-11-12 14:00	2013-11-12	2013	11	12	14	3	W1203	17840	4476	487
1100691	1428351.47	6823601.99	2013-11-12 15:00	2013-11-12	2013	11	12	15	2,6	W1203	17840	4476	487
1100692	1428354.89	6823590.94	2013-11-13 03:00	2013-11-13	2013	11	13	3	2,8	W1203	17840	4476	487
1100693	1428351.23	6823593.32	2013-11-13 04:00	2013-11-13	2013	11	13	4	2,4	W1203	17840	4476	487
1100694	1428355.9	6823592.61	2013-11-13 10:00	2013-11-13	2013	11	13	10	1,8	W1203	17840	4476	487
1100695	1428358.67	6823586.17	2013-11-13 11:00	2013-11-13	2013	11	13	11	1,8	W1203	17840	4476	487
1100696	1428398.93	6823529.05	2013-11-13 12:00	2013-11-13	2013	11	13	12	4,6	W1203	17840	4476	487
1100697	1428336.88	6823592.89	2013-11-13 13:00	2013-11-13	2013	11	13	13	3,6	W1203	17840	4476	487
1100698	1428356.21	6823594.22	2013-11-13 14:00	2013-11-13	2013	11	13	14	3	W1203	17840	4476	487
1100699	1428362.74	6823594.08	2013-11-13 15:00	2013-11-13	2013	11	13	15	2,4	W1203	17840	4476	487
1100700	1428344.42	6823596.52	2013-11-13 16:00	2013-11-13	2013	11	13	16	2,8	W1203	17840	4476	487
1100701	1428357.76	6823590.42	2013-11-14 11:00	2013-11-14	2013	11	14	11	7,2	W1203	17840	4476	487
1100702	1428357.58	6823603.12	2013-11-18 08:00	2013-11-18	2013	11	18	8	8,2	W1203	17840	4476	487
1100703	1428360.11	6823586.38	2013-11-18 09:00	2013-11-18	2013	11	18	9	5	W1203	17840	4476	487
1100704	1428356.02	6823587.92	2013-11-18 10:00	2013-11-18	2013	11	18	10	2,2	W1203	17840	4476	487
1100705	1428353.99	6823584.78	2013-11-18 11:00	2013-11-18	2013	11	18	11	9	W1203	17840	4476	487
1100706	1428352.3	6823593.93	2013-11-18 12:00	2013-11-18	2013	11	18	12	2,8	W1203	17840	4476	487
1100707	1428357.53	6823591.47	2013-11-18 13:00	2013-11-18	2013	11	18	13	2,4	W1203	17840	4476	487
1100708	1428356.15	6823591.35	2013-11-18 14:00	2013-11-18	2013	11	18	14	3,6	W1203	17840	4476	487
1100709	1428351.78	6823601.98	2013-11-18 15:00	2013-11-18	2013	11	18	15	2,2	W1203	17840	4476	487
1100710	1428357.62	6823592.53	2013-11-18 16:00	2013-11-18	2013	11	18	16	2,4	W1203	17840	4476	487
1100711	1428363.96	6823584.95	2013-11-18 19:00	2013-11-18	2013	11	18	19	4,4	W1203	17840	4476	487
1100712	1428343.97	6823608.39	2013-11-18 21:00	2013-11-18	2013	11	18	21	3,6	W1203	17840	4476	487
1100713	1428351.97	6823590.22	2013-11-18 22:00	2013-11-18	2013	11	18	22	5,6	W1203	17840	4476	487
1100714	1428354.27	6823593.74	2013-11-18 23:00	2013-11-18	2013	11	18	23	4,6	W1203	17840	4476	487
1100715	1428350.35	6823593.46	2013-11-19 03:00	2013-11-19	2013	11	19	3	2,6	W1203	17840	4476	487
1100716	1428352.34	6823571.79	2013-11-19 04:00	2013-11-19	2013	11	19	4	6,2	W1203	17840	4476	487
1100717	1428354.77	6823586.37	2013-11-19 05:00	2013-11-19	2013	11	19	5	3,4	W1203	17840	4476	487
1100718	1428362.45	6823593.42	2013-11-19 06:00	2013-11-19	2013	11	19	6	3,2	W1203	17840	4476	487
1100719	1428357.37	6823592.63	2013-11-19 08:00	2013-11-19	2013	11	19	8	3,4	W1203	17840	4476	487
1100720	1428358.67	6823596.57	2013-11-19 09:00	2013-11-19	2013	11	19	9	2	W1203	17840	4476	487
1100721	1428356.18	6823585.14	2013-11-19 10:00	2013-11-19	2013	11	19	10	2	W1203	17840	4476	487
1100722	1428344.31	6823603.31	2013-11-19 11:00	2013-11-19	2013	11	19	11	4,4	W1203	17840	4476	487
1100723	1428355.35	6823590.44	2013-11-19 13:00	2013-11-19	2013	11	19	13	3,8	W1203	17840	4476	487
1100724	1428357.17	6823593.49	2013-11-19 14:00	2013-11-19	2013	11	19	14	3,4	W1203	17840	4476	487
1100725	1428359.29	6823591.68	2013-11-19 15:00	2013-11-19	2013	11	19	15	2,2	W1203	17840	4476	487
1100726	1428351.14	6823596.66	2013-11-19 16:00	2013-11-19	2013	11	19	16	2,6	W1203	17840	4476	487
1100727	1428354.99	6823594.09	2013-11-19 17:00	2013-11-19	2013	11	19	17	3,6	W1203	17840	4476	487
1100728	1428355.28	6823588.25	2013-11-19 18:00	2013-11-19	2013	11	19	18	3,6	W1203	17840	4476	487
1100729	1428358.25	6823590.19	2013-11-19 19:00	2013-11-19	2013	11	19	19	3,6	W1203	17840	4476	487
1100730	1428348.13	6823590.04	2013-11-19 20:00	2013-11-19	2013	11	19	20	6,6	W1203	17840	4476	487
1100731	1428357.74	6823577.43	2013-11-19 22:00	2013-11-19	2013	11	19	22	7,2	W1203	17840	4476	487
1100732	1428363.08	6823610.76	2013-11-19 23:00	2013-11-19	2013	11	19	23	9	W1203	17840	4476	487
1100733	1428347.23	6823585.97	2013-11-20 00:00	2013-11-20	2013	11	20	0	2,8	W1203	17840	4476	487
1100734	1428360.05	6823593.93	2013-11-20 01:00	2013-11-20	2013	11	20	1	2,2	W1203	17840	4476	487
1100735	1428355.36	6823590.91	2013-11-20 02:00	2013-11-20	2013	11	20	2	3,4	W1203	17840	4476	487
1100736	1428358.01	6823590.3	2013-11-20 03:00	2013-11-20	2013	11	20	3	2,6	W1203	17840	4476	487
1100737	1428352.88	6823577.87	2013-11-20 04:00	2013-11-20	2013	11	20	4	3,2	W1203	17840	4476	487
1100738	1428353.68	6823591.28	2013-11-20 05:00	2013-11-20	2013	11	20	5	3,2	W1203	17840	4476	487
1100739	1428357	6823588.64	2013-11-20 06:00	2013-11-20	2013	11	20	6	2	W1203	17840	4476	487
1100740	1428355.15	6823591.31	2013-11-20 09:00	2013-11-20	2013	11	20	9	5	W1203	17840	4476	487
1100741	1428355.54	6823597.88	2013-11-20 10:00	2013-11-20	2013	11	20	10	3,8	W1203	17840	4476	487
1100742	1428356.33	6823587.9	2013-11-20 11:00	2013-11-20	2013	11	20	11	2	W1203	17840	4476	487
1100743	1428354.4	6823591.15	2013-11-20 12:00	2013-11-20	2013	11	20	12	1,8	W1203	17840	4476	487
1100744	1428357.01	6823587.49	2013-11-20 13:00	2013-11-20	2013	11	20	13	2,4	W1203	17840	4476	487
1100745	1428354.94	6823591.7	2013-11-20 14:00	2013-11-20	2013	11	20	14	2,4	W1203	17840	4476	487
1100746	1428378.36	6823578.97	2013-11-20 15:00	2013-11-20	2013	11	20	15	3,6	W1203	17840	4476	487
1100747	1428351.12	6823594.09	2013-11-20 16:00	2013-11-20	2013	11	20	16	2,6	W1203	17840	4476	487
1100748	1428355.07	6823601.14	2013-11-20 17:00	2013-11-20	2013	11	20	17	3,2	W1203	17840	4476	487
1100749	1428355.64	6823592.23	2013-11-20 19:00	2013-11-20	2013	11	20	19	3	W1203	17840	4476	487
1100750	1428353.41	6823623.76	2013-11-20 20:00	2013-11-20	2013	11	20	20	2,8	W1203	17840	4476	487
1100751	1428354.41	6823591.63	2013-11-20 21:00	2013-11-20	2013	11	20	21	6,8	W1203	17840	4476	487
1100752	1428357	6823588.64	2013-11-20 22:00	2013-11-20	2013	11	20	22	2	W1203	17840	4476	487
1100753	1428355.23	6823585.87	2013-11-20 23:00	2013-11-20	2013	11	20	23	4,4	W1203	17840	4476	487
1100754	1428354.96	6823594.28	2013-11-21 00:00	2013-11-21	2013	11	21	0	5,2	W1203	17840	4476	487
1100755	1428355.55	6823587.94	2013-11-21 01:00	2013-11-21	2013	11	21	1	2,6	W1203	17840	4476	487
1100756	1428354.39	6823590.68	2013-11-21 02:00	2013-11-21	2013	11	21	2	3,8	W1203	17840	4476	487
1100757	1428349.65	6823594.06	2013-11-21 03:00	2013-11-21	2013	11	21	3	2,4	W1203	17840	4476	487
1100758	1428348.05	6823587.85	2013-11-21 04:00	2013-11-21	2013	11	21	4	2,6	W1203	17840	4476	487
1100759	1428350.37	6823594.42	2013-11-21 06:00	2013-11-21	2013	11	21	6	2,6	W1203	17840	4476	487
1100760	1428353.06	6823596.19	2013-11-21 07:00	2013-11-21	2013	11	21	7	6	W1203	17840	4476	487
1100761	1428354.96	6823594.28	2013-11-21 08:00	2013-11-21	2013	11	21	8	2,2	W1203	17840	4476	487
1100762	1428356.1	6823590.12	2013-11-21 09:00	2013-11-21	2013	11	21	9	4	W1203	17840	4476	487
1100763	1428362.23	6823601.45	2013-11-21 10:00	2013-11-21	2013	11	21	10	8	W1203	17840	4476	487
1100764	1428357.6	6823591.57	2013-11-21 11:00	2013-11-21	2013	11	21	11	2,4	W1203	17840	4476	487
1100765	1428354.85	6823589.03	2013-11-21 12:00	2013-11-21	2013	11	21	12	1,8	W1203	17840	4476	487
1100766	1428356.47	6823585.33	2013-11-21 13:00	2013-11-21	2013	11	21	13	2,2	W1203	17840	4476	487
1100767	1428356.42	6823593.82	2013-11-21 14:00	2013-11-21	2013	11	21	14	3,2	W1203	17840	4476	487
1100768	1428351.49	6823589.3	2013-11-21 15:00	2013-11-21	2013	11	21	15	4	W1203	17840	4476	487
1100769	1428357.48	6823587.47	2013-11-21 16:00	2013-11-21	2013	11	21	16	2	W1203	17840	4476	487
1100770	1428348.82	6823590.1	2013-11-21 17:00	2013-11-21	2013	11	21	17	2,6	W1203	17840	4476	487
1100771	1428356.59	6823591.52	2013-11-22 02:00	2013-11-22	2013	11	22	2	2,4	W1203	17840	4476	487
1100772	1428357.36	6823583.37	2013-11-22 03:00	2013-11-22	2013	11	22	3	2	W1203	17840	4476	487
1100773	1428354.95	6823582.92	2013-11-22 04:00	2013-11-22	2013	11	22	4	8	W1203	17840	4476	487
1100774	1428353.26	6823593.7	2013-11-22 05:00	2013-11-22	2013	11	22	5	3	W1203	17840	4476	487
1100775	1428357.78	6823591.36	2013-11-22 06:00	2013-11-22	2013	11	22	6	2,8	W1203	17840	4476	487
1100776	1428357.51	6823590.52	2013-11-22 07:00	2013-11-22	2013	11	22	7	3,6	W1203	17840	4476	487
1100777	1428356.16	6823592.98	2013-11-22 08:00	2013-11-22	2013	11	22	8	2	W1203	17840	4476	487
1100778	1428351.52	6823597.22	2013-11-22 09:00	2013-11-22	2013	11	22	9	6,6	W1203	17840	4476	487
1100779	1428354.47	6823592.87	2013-11-22 10:00	2013-11-22	2013	11	22	10	4,8	W1203	17840	4476	487
1100780	1428357.53	6823588.23	2013-11-22 11:00	2013-11-22	2013	11	22	11	2,8	W1203	17840	4476	487
1100781	1428360.39	6823587.7	2013-11-22 12:00	2013-11-22	2013	11	22	12	5,2	W1203	17840	4476	487
1100782	1428352.47	6823620.56	2013-11-22 13:00	2013-11-22	2013	11	22	13	4	W1203	17840	4476	487
1100783	1428359.7	6823576.77	2013-11-22 14:00	2013-11-22	2013	11	22	14	3	W1203	17840	4476	487
1100784	1428355.78	6823594.53	2013-11-22 15:00	2013-11-22	2013	11	22	15	1,8	W1203	17840	4476	487
1100785	1428351.76	6823582.98	2013-11-23 00:00	2013-11-23	2013	11	23	0	3,8	W1203	17840	4476	487
1100786	1428354.12	6823590.98	2013-11-23 01:00	2013-11-23	2013	11	23	1	3,4	W1203	17840	4476	487
1100787	1428344.53	6823591.37	2013-11-23 02:00	2013-11-23	2013	11	23	2	2,8	W1203	17840	4476	487
1100788	1428354.3	6823587.53	2013-11-23 03:00	2013-11-23	2013	11	23	3	3,2	W1203	17840	4476	487
1100789	1428366.67	6823608.96	2013-11-23 05:00	2013-11-23	2013	11	23	5	4	W1203	17840	4476	487
1100790	1428352.86	6823588.94	2013-11-23 06:00	2013-11-23	2013	11	23	6	6,2	W1203	17840	4476	487
1100791	1428354.88	6823591.6	2013-11-23 07:00	2013-11-23	2013	11	23	7	2,2	W1203	17840	4476	487
1100792	1428353.72	6823591.57	2013-11-23 08:00	2013-11-23	2013	11	23	8	8,8	W1203	17840	4476	487
1100793	1428349.62	6823572.97	2013-11-23 09:00	2013-11-23	2013	11	23	9	5,4	W1203	17840	4476	487
1100794	1428353.18	6823591.02	2013-11-23 10:00	2013-11-23	2013	11	23	10	2,4	W1203	17840	4476	487
1100795	1428341.19	6823591.44	2013-11-23 11:00	2013-11-23	2013	11	23	11	3,4	W1203	17840	4476	487
1100796	1428355.32	6823587.39	2013-11-23 12:00	2013-11-23	2013	11	23	12	3,6	W1203	17840	4476	487
1100797	1428357.59	6823594.33	2013-11-23 13:00	2013-11-23	2013	11	23	13	5,6	W1203	17840	4476	487
1100798	1428351.38	6823585.68	2013-11-23 14:00	2013-11-23	2013	11	23	14	3,6	W1203	17840	4476	487
1100799	1428352.81	6823594.2	2013-11-23 15:00	2013-11-23	2013	11	23	15	3	W1203	17840	4476	487
1100800	1428358.25	6823591.34	2013-11-23 16:00	2013-11-23	2013	11	23	16	2	W1203	17840	4476	487
1100801	1428353.94	6823591.65	2013-11-23 17:00	2013-11-23	2013	11	23	17	3	W1203	17840	4476	487
1100802	1428354.41	6823591.63	2013-11-24 01:00	2013-11-24	2013	11	24	1	2,4	W1203	17840	4476	487
1100803	1428353	6823592.84	2013-11-24 02:00	2013-11-24	2013	11	24	2	3,4	W1203	17840	4476	487
1100804	1428353.03	6823594.28	2013-11-24 03:00	2013-11-24	2013	11	24	3	2,8	W1203	17840	4476	487
1100805	1428352.1	6823586.02	2013-11-24 04:00	2013-11-24	2013	11	24	4	7,8	W1203	17840	4476	487
1100806	1428353.41	6823590.44	2013-11-24 05:00	2013-11-24	2013	11	24	5	2,4	W1203	17840	4476	487
1100807	1428359.5	6823580.87	2013-11-24 06:00	2013-11-24	2013	11	24	6	2,6	W1203	17840	4476	487
1100808	1428355.09	6823588.44	2013-11-24 07:00	2013-11-24	2013	11	24	7	2,8	W1203	17840	4476	487
1100809	1428357.56	6823602.16	2013-11-24 08:00	2013-11-24	2013	11	24	8	5,4	W1203	17840	4476	487
1100810	1428350.08	6823563.21	2013-11-24 09:00	2013-11-24	2013	11	24	9	3,2	W1203	17840	4476	487
1100811	1428352.8	6823592.57	2013-11-24 11:00	2013-11-24	2013	11	24	11	3	W1203	17840	4476	487
1100812	1428353.6	6823587.47	2013-11-24 12:00	2013-11-24	2013	11	24	12	3,8	W1203	17840	4476	487
1100813	1428355.18	6823592.74	2013-11-24 13:00	2013-11-24	2013	11	24	13	5,2	W1203	17840	4476	487
1100814	1428355.9	6823592.61	2013-11-24 14:00	2013-11-24	2013	11	24	14	1,8	W1203	17840	4476	487
1100815	1428356.37	6823591.44	2013-11-24 16:00	2013-11-24	2013	11	24	16	1,8	W1203	17840	4476	487
1100816	1428350.92	6823588.94	2013-11-24 17:00	2013-11-24	2013	11	24	17	2,6	W1203	17840	4476	487
1100817	1428354.09	6823588.4	2013-11-24 18:00	2013-11-24	2013	11	24	18	2,6	W1203	17840	4476	487
1100818	1428357.77	6823590.88	2013-11-24 19:00	2013-11-24	2013	11	24	19	2	W1203	17840	4476	487
1100819	1428354.98	6823593.61	2013-11-24 20:00	2013-11-24	2013	11	24	20	2,2	W1203	17840	4476	487
1100820	1428355.45	6823584.8	2013-11-24 21:00	2013-11-24	2013	11	24	21	3	W1203	17840	4476	487
1100821	1428351.39	6823587.77	2013-11-24 22:00	2013-11-24	2013	11	24	22	2,2	W1203	17840	4476	487
